CompanyName                                     |BSE Code  |
Nagreeka Capital and Infrastructure(NDA)        |532895    |
Nagreeka Exports Limited                        |521109    |
Nahar Capital & Financial Services Ltd.         |532952    |
Nahar Industrial Enterprises Limited            |519136    |
Nakoda Textiles Industries Ltd(NDA)             |521030    |
Nalwa Sons Investments Limited                  |532256    |
Nandan Exim Limited                             |532641    |
Narendra Properties Ltd(NDA)                    |531416    |
Narmada Gelatines Ltd                           |526739    |
Natco Pharma Ltd.                               |524816    |
National Aluminium Company Limited              |532234    |
National Fertilizers Limited                    |523630    |
National Plastic Technologies Ltd               |531287    |
National Steel and Agro Industries Ltd.         |513179    |
Natraj Proteins Ltd(NDA)                        |530119    |
Natural Capsules Ltd(NDA)                       |524654    |
Nava Bharat Ventures Limited                    |513023    |
Navin Fluorine International Limited            |532504    |
Navkar Builders Limited                         |531494    |
Nectar Lifesciences Ltd.                        |532649    |
Neha International Ltd.                         |519560    |
Nelcast Limited                                 |532864    |
Neo Corp International Ltd(NDA)                 |523820    |
Net 4 India Ltd                                 |532912    |
Nettlinx Ltd                                    |511658    |
Netvision Web Technologies Ltd(NDA)             |532010    |
Network 18 Media & Investments Ltd              |532798    |
Network Ltd (India) Ltd.                        |523558    |
Networth Stock Broking Ltd.                     |511551    |
Neuland Laboratories Ltd.                       |524558    |
New Delhi Television Limited                    |532529    |
Neyveli Lignite Corporation Limited             |513683    |
Nicco Corporation Ltd.                          |590028    |
Nicco-Uco Alliance Credit Ltd(NDA)              |523209    |
Nikhil Adhesives Ltd                            |526159    |
Nila Housing and Infrastructures Ltd            |530377    |
Nile Limited                                    |530129    |
Nilkamal Ltd.                                   |523385    |
Niraj Cement Structurals Ltd.                   |532986    |
Nirav Commercials Ltd                           |512425    |
Nissan Copper Ltd.                              |532789    |
Nitin Fire Protection Industries Limited        |532854    |
Nitin Spinners Limited                          |532698    |
Noida Toll Bridge Company Limited               |532481    |
Northgate Technologies Ltd.                     |590057    |
NovaGold Petro Resources Ltd(NDA)               |531791    |
Nu Tek India Limited                            |533015    |
Nu-Tech Corporate Services Ltd                  |526313    |
Nucleus Software Exports Ltd.                   |531209    |
Numeric Power Systems Ltd.                      |532051    |
OASIS SECURI                                    |512489    |
OCL Iron and Steel Limited                      |533008    |
ODYSSEY CORP                                    |531996    |
ODYSSEY TEC (BSE INDONEXT)                      |530175    |
OK Play India Ltd                               |526415    |
OMEGA INTE T                                    |511644    |
OMKAR OVERSE                                    |531496    |
ORG Informatics Limited                         |517195    |
ORIENTAL VEN                                    |531859    |
ORIND EXPORT                                    |512616    |
ORTINLABS                                       |590074    |
OSCAR GLOBAL                                    |530173    |
OSWAL YARNS                                     |514460    |
OXFOR INDUST                                    |514414    |
Octav Investments Limited                       |533010    |
Oil India Limited                               |533106    |
Om Metals Infraprojects Ltd.                    |531092    |
Omax Autos Limited                              |520021    |
Omaxe Limited                                   |532880    |
Omnitech Infosolutions Limited                  |532882    |
Omnitex Industries (I) Ltd(NDA)                 |514324    |
OnMobile Global Limited                         |532944    |
Ontrack Systems Ltd(NDA)                        |532607    |
Onward Technologies Limited                     |517536    |
Opto Circuits India Ltd.                        |532391    |
Oracle Financial Services Software Ltd.         |532466    |
Orbit Corporation Limited                       |532837    |
Orbit Exports Limited.                          |512626    |
Orchid Chemicals & Pharmaceuticals Ltd          |524372    |
Oregon Commercials Ltd                          |512097    |
Organic Coatings Ltd(NDA)                       |531157    |
Oricon Enterprises Ltd(NDA)                     |513121    |
Orient Ceramics & Industries Ltd                |530365    |
Oriental Trimex Limited                         |532817    |
PACIFIC INDU                                    |523483    |
PADAM COTT Y(BSE INDONEXT)                      |531395    |
PAE Ltd                                         |517230    |
PAN INDIA C                                     |511525    |
PANCH ORGAN                                     |531726    |
PANKAJ POLYM                                    |531280    |
PANTALBNDVR                                     |570002    |
PARAGON FINANCE LT INR10                        |531255    |
PARKER AGROC(BSE INDONEXT)                      |524628    |
PARSHART INV                                    |511702    |
PASARI SPIN                                     |521080    |
PBA Infrastructure Ltd.                         |532676    |
PBM Polytex Ltd(NDA)                            |514087    |
PCS Technology Ltd(NDA)                         |517119    |
PEE CEE COSM                                    |524136    |
PENN IND PS                                     |700107    |
PERFECT PACK                                    |526435    |
PFL INFOTECH                                    |531769    |
PG Foils Ltd(NDA)                               |526747    |
PHARMAID PHA                                    |524572    |
PHOTOQUIP IN                                    |526588    |
PHYTO CHEM I                                    |524808    |
PI INDUS.LTD                                    |523642    |
PIPAVAVSHIP                                     |533107    |
PITHAMPUR ST                                    |513611    |
PNB Gilts Ltd.                                  |532366    |
POLO HOTELS                                     |526687    |
POLY POL (I)                                    |531454    |
POLYCON INTE                                    |531397    |
POLYMECHPLAS                                    |526043    |
POLYPRO FIBR                                    |531467    |
PONDY OXIDES                                    |532626    |
PRABHAV IND                                     |531855    |
PRAJ Industries Limited                         |522205    |
PRANAVA SP M                                    |531172    |
PRATIK PANEL                                    |526490    |
PRECI CONTNR                                    |523874    |
PREM CAP MAR                                    |511660    |
PREMCO GLOBA(BSE INDONEXT)                      |530331    |
PRESSURE SEN SYS INR10                          |526773    |
PRIMA PLASTC                                    |530589    |
PRIME PROTEI                                    |519299    |
PRITHVI INFO                                    |532675    |
PRIYA LIMITD(BSE INDONEXT)                      |524580    |
PROCA ELE IN                                    |526009    |
PROMAC PLAST                                    |526494    |
PROVOGUEIND*                                    |533099    |
PSL Limited                                     |526801    |
PSUBNK BEES                                     |590108    |
PTC India Ltd.                                  |532524    |
PUDMJEE IND                                     |516092    |
PUNET RESINS                                    |526492    |
PUNJAB NATBK                                    |632461    |
PVP Ventures Limited                            |517556    |
PVR Limited                                     |532689    |
Pacific Cotspin Ltd                             |531118    |
Padmalaya Telefilms Limited                     |532350    |
Page Industries Limited                         |532827    |
Panacea Biotec Limited                          |531349    |
Panama Petrochem Ltd.                           |524820    |
Panasonic Home Appliances India Com             |523307    |
Panchmahal Steel Ltd.                           |513511    |
Panoramic Universal Ltd(NDA)                    |531816    |
Pantaloon Retail (India) Limited                |523574    |
Paramount Communications Ltd.                   |530555    |
Paras Petrofils Ltd.                            |521246    |
Parekh Aluminex Ltd                             |532606    |
Parenteral Drugs (India) Ltd.                   |524689    |
Parle Software Ltd                              |532911    |
Parsoli Corporation Ltd.                        |530071    |
Parsvnath Developers Limited                    |532780    |
Passari Cellulose Limited                       |530923    |
Patel Engineering Limited                       |531120    |
Patel Integrated Logistics Ltd                  |526381    |
Patels Airtemp (India) Ltd.                     |517417    |
Patni Computer Systems Ltd                      |532517    |
Patspin India Ltd                               |514326    |
Paushak Ltd(NDA)                                |532742    |
Pearl Engineering Polymers Ltd.                 |526562    |
Pearl Polymers Ltd(NDA)                         |523260    |
Pennar Aluminium Company Ltd(NDA)               |513405    |
Pennar Industries Ltd                           |513228    |
Petron Engineering Construction Ltd.            |530381    |
Petronet LNG Ltd.                               |532522    |
Phoenix International Ltd                       |526481    |
Piccadily Agro Inds Limited                     |530305    |
Pioneer Agro Extracts Ltd(NDA)                  |519439    |
Pioneer Distilleries Limited                    |531879    |
Pioneer Embroideries Limited                    |514300    |
Piramal Glass Ltd                               |532949    |
Piramal Life Sciences Limited                   |532979    |
Pitti Laminations Limited                       |513519    |
Plastiblend India Ltd.                          |523648    |
Platinum Corporation Ltd                        |532117    |
Plethico Pharmaceuticals Limited                |532739    |
Pochiraju Industries Limited                    |532803    |
Poddar Pigments Ltd(NDA)                        |524570    |
Pokarna Ltd                                     |532486    |
Polar Pharma India Ltd                          |523333    |
Polaris Software Lab Limited                    |532254    |
Poly Medicure Ltd.                              |531768    |
Polyplex Corporation Limited                    |524051    |
Polyspin Exports Ltd.                           |590055    |
Ponni Sugars (Erode) Limited                    |532460    |
Poona Dal & Oil Industries Ltd(NDA)             |519359    |
Popular Estate Management Ltd                   |531870    |
Porwal Auto Components Ltd                      |532933    |
Power Finance Corporation Limited               |532810    |
Power Grid Corporation of India Limited         |532898    |
Powersoft Global Solutions Ltd(NDA)             |532736    |
Pradeep Metals Ltd                              |513532    |
Prajay Engineers Syndicate Ltd.                 |531746    |
Pratibha Industries Limited                     |532718    |
Pratiksha Chemicals Ltd(NDA)                    |531257    |
Precision Electronics Ltd                       |517258    |
Precision Wires India Ltd.                      |523539    |
Premier Energy and Infrastructure Ltd           |533100    |
Premier Explosives Limited                      |526247    |
Prerna Infrabuild Ltd(NDA)                      |531802    |
Pricol Limited                                  |526109    |
Prime Focus Limited                             |532748    |
Prime Property Development Corp. Ltd.           |530695    |
Prime Textiles Ltd                              |521149    |
Prithvi Softech Ltd(NDA)                        |531688    |
Pritish Nandy Communications Ltd(NDA)           |532387    |
Proto Developers & Technologies Ltd(NDA)        |530069    |
Provogue (India) Limited                        |532647    |
Prraneta Industries Ltd(NDA)                    |531611    |
Punj Lloyd Limited                              |532693    |
Punjab National Bank                            |532461    |
Puravankara Projects Limited                    |532891    |
Pyramid Saimira Theatre Limited                 |532791    |
QUANTUM DIGI                                    |530281    |
QUANTUM GOLD                                    |590099    |
Quintegra Solutions Ltd                         |532866    |
R M Mohite Textiles Ltd.                        |532140    |
R Systems International Limited                 |532735    |
R T S Power Corpn Ltd                           |531215    |
R.A.S.EXTRU                                     |523780    |
RAGHUN INTER                                    |526813    |
RAGHUN TOB C                                    |531552    |
RAGHUV SYNTH                                    |514316    |
RAJ AGRO MLS                                    |530291    |
RAJ PACKAG I                                    |530111    |
RAJAS TUBE M                                    |530253    |
RAJDARSHA IN                                    |526662    |
RAMA PHOS LT                                    |524037    |
RAMA VISIO L                                    |523289    |
RAMMAICA(INDIA) INR10                           |515127    |
RAMSONS PROJ                                    |530925    |
RANDER CORPO                                    |531228    |
RANE BRAKE                                      |532987    |
RANE ENGVL                                      |532988    |
RASHEL AGROT                                    |532055    |
RASI ELECTRO                                    |531233    |
RDB Industries Ltd.                             |526723    |
RECLTD                                          |532955    |
REFNO RES CH                                    |530815    |
REGENCY INV.                                    |511585    |
REI Agro Limited                                |532106    |
REI Six Ten Retail Ltd                          |533065    |
REL BANK ETF                                    |590105    |
RELIANCEGOLD                                    |590100    |
RELIC TECHNOLOGIES INR10                        |511712    |
REXNOR ELE C                                    |531888    |
RICH CAP FIN                                    |530271    |
RICHIRIC AGR                                    |519230    |
RIDS SECURIT                                    |531716    |
RISHAB FIN                                      |531218    |
RISHABHDEV                                      |533083    |
RISHIROOP RB                                    |523658    |
RITES INTERN                                    |519097    |
RLF LIMITED                                     |512618    |
ROCK HARD PE                                    |524194    |
ROOPA INDUST                                    |530991    |
ROSE ZINC LT                                    |530631    |
ROSELAB IND                                     |526753    |
ROSELABS FIN                                    |531324    |
ROTAM COMM.                                     |512359    |
RPG Cables Ltd.                                 |517056    |
RPG LIFESCI                                     |532983    |
RR Financial Consultants Limited                |511626    |
RS Software India Limited                       |517447    |
RT Exports Ltd                                  |512565    |
RUBBER PRODU                                    |526496    |
RUBRA MEDICA                                    |531099    |
RUNGT IRRIGA                                    |530449    |
RUTTONSHA IN                                    |517035    |
Radaan Mediaworks India Ltd(NDA)                |590070    |
Radha Madhav Corporation Limited                |532692    |
Radhe Developers India Ltd(NDA)                 |531273    |
Radico Khaitan Limited                          |532497    |
Raghav Industries Ltd.                          |526465    |
Rai Saheb Rekhchand Mohota Spinning & We        |530047    |
Rainbow Denim Ltd                               |532441    |
Rainbow Foundations Limited                     |531694    |
Rainbow Paper Ltd(NDA)                          |523523    |
Raj Oil Mills Limited                           |533093    |
Raj Rayon Limited                               |530699    |
Raj Television Network Limited                  |532826    |
Rajapalayam Mills Ltd.                          |532503    |
Rajaratan Global Wire Ltd                       |517522    |
Rajendra Mechanical Industries Ltd(NDA)         |513043    |
Rajesh Exports Ltd.                             |531500    |
Rajeswari Foundations Ltd(NDA)                  |526823    |
Rajkumar Forge limited                          |513369    |
Rajoo Engineers Ltd(NDA)                        |522257    |
Rajvir Industries Ltd(NDA)                      |532665    |
Ram Informatics Ltd(NDA)                        |530951    |
Ram Kaashyap Investment Ltd                     |511652    |
Ram Ratna Wires Limited                         |522281    |
Ramco Industries Ltd.                           |532369    |
Ramco Systems Limited                           |532370    |
Ramkrishna Forgings Limited                     |532527    |
Ramsarup Industries Ltd.                        |532690    |
Rane (Madras) Limited                           |532661    |
Ranklin Solutions Limited                       |590077    |
Rap Media Ltd.                                  |531583    |
Rasandik Engineering Industries Ind(NDA)        |522207    |
Rashtriya Chemicals & Fertilizers Ltd           |524230    |
Rasoya Proteins Ltd                             |531522    |
Rathi Bars Limited                              |532918    |
Rathi Graphics Technologies Ltd(NDA)            |524610    |
Ratnabali Capital Markets Ltd(NDA)              |531391    |
Ratnamani Metals and Tubes Limited              |520111    |
Raunaq Automotive Components Ltd(NDA)           |520073    |
Real Strips Ltd                                 |513558    |
Redington India Ltd                             |532805    |
Refex Refrigerants Ltd                          |532884    |
Regal Entertainment & Consult.Ltd(NDA)          |531033    |
Regency Ceramics Ltd(NDA)                       |515018    |
Relaxo Footwears Limited                        |530517    |
Reliable Ventures Ltd                           |532124    |
Reliance Communications Ltd.                    |532712    |
Reliance Industrial Infrastructure Ltd.         |523445    |
Reliance MediaWorks Limited                     |532399    |
Reliance Natural Resources Limited              |532709    |
Reliance Power Limited                          |532939    |
Religare Enterprises Limited                    |532915    |
Religare Technova Ltd.                          |526927    |
Remsons Industries Ltd                          |530919    |
Renaissance Jewellery Limited                   |532923    |
Repro India Limited                             |532687    |
Resonance Specialties Ltd(NDA)                  |524218    |
Restile Ceramics Ltd(NDA)                       |515085    |
Resurgere Mines & Minerals India Limited        |533017    |
Riba Textiles Ltd(NDA)                          |531952    |
Richa Industries Ltd                            |532766    |
Rico Auto Industries Limited                    |520008    |
Ricoh India Ltd.                                |517496    |
Riddhi Siddhi Gluco Biols Ltd.                  |524480    |
Rishabh Digha Steel & Allied Produc(NDA)        |531539    |
Rishi Laser Ltd(NDA)                            |526861    |
Rishi Packers Ltd(NDA)                          |523021    |
Ritesh Properties and Industries Lt(NDA)        |526407    |
Rohit Ferro-Tech Limited                        |532731    |
Roman Tarmat Limited                            |532869    |
Roto Pumps Limited                              |517500    |
Royal Cushion Vinyl Products Ltd.(NDA)          |526193    |
Royal Orchid Hotels Limited                     |532699    |
Royale Manor Hotels and Industries              |526640    |
Ruchi Strips & Alloys Ltd                       |513295    |
Ruchira Papers Limited                          |532785    |
S K S Logistics Limited                         |526508    |
S Kumars Nationwide Limited                     |514304    |
S Kumars Online Ltd                             |532316    |
S P CAPITAL                                     |530289    |
S P L Ltd.                                      |531548    |
S R INDUSTRI                                    |513515    |
S.S.ORGANICS                                    |524636    |
S.V.ELECTRIC                                    |517534    |
SAAG RR INFR                                    |531374    |
SABOO SOD CH                                    |530461    |
SAFARI INDUS                                    |523025    |
SAHYA INDU                                      |532841    |
SAI CAPITAL                                     |531931    |
SAI INDUSTRI                                    |530905    |
SAINIK FINAN                                    |530265    |
SAL Steel Ltd.                                  |532604    |
SAMRAT PHARM(BSE INDONEXT)                      |530125    |
SAMYAK INT                                      |530025    |
SANCO TRANS                                     |523116    |
SAND PLAST                                      |533079    |
SANDU PHARMA                                    |524703    |
SANGAL PAPER                                    |516096    |
SANJIVA PARA                                    |531569    |
SANKHYA INFO                                    |532972    |
SANTARAM SPI                                    |531323    |
SANTOS FINEF                                    |530035    |
SAPAN CHEM                                      |531781    |
SARANG CHEMI                                    |532031    |
SARDA PAPERS                                    |516032    |
SARK Systems India Limited                      |533056    |
SARTHAK GLOB                                    |530993    |
SARTHAK INDS                                    |531930    |
SARUP TANNER(BSE INDONEXT)                      |514412    |
SAVANI FINAN                                    |511577    |
SAVEN TECHNO                                    |532404    |
SAVERA IND                                      |512634    |
SB And T International Ltd(NDA)                 |513583    |
SBEC Sugar Ltd(NDA)                             |532102    |
SBI GOLD ETS                                    |590098    |
SCANP GEOM                                      |526544    |
SCIL Ventures Ltd.(NDA)                         |530269    |
SE INVESTM                                      |532900    |
SEASONS FURN                                    |521182    |
SEASONS TEXT(BSE INDONEXT)                      |514264    |
SECUN HEALTH                                    |524540    |
SEL CRPS                                        |700108    |
SEL Manufacturing Company Limited               |532886    |
SELLAIDS PUBLICATI INR10 (DEMAT)                |526071    |
SGN TELECOMS                                    |531812    |
SH STEEL WI R                                   |513488    |
SHAH FOODS L                                    |519031    |
SHAKTI PRESS                                    |526841    |
SHALIMAR PRO                                    |512499    |
SHALIMAR WIR                                    |532455    |
SHAMKE MULTI                                    |514152    |
SHAMKEN COTS                                    |514209    |
SHARIA BEES                                     |590109    |
SHARON BIO                                      |532908    |
SHEETAL BIO                                     |531800    |
SHIMOG TECHN                                    |513418    |
SHIVA FERTIL                                    |530433    |
SHIVAGRICO                                      |522237    |
SHR GANE SPI                                    |531693    |
SHR RAJES PA                                    |516086    |
SHREE AJIT PULP INR10                           |590058    |
SHREE PACETR(BSE INDONEXT)                      |527005    |
SHREENATH                                       |512105    |
SHRI KRISH                                      |531080    |
SHRIRAM ASSET MGT INR10                         |531359    |
SHUKRA JEW                                      |523790    |
SHUKUN CONSTRUCTIO INR10                        |531715    |
SHYAM STAR                                      |526365    |
SHYAMA INFOSYS LTD INR10 (DEMAT)                |531219    |
SICAL Logistics Ltd.                            |520086    |
SIDDHA VEN                                      |530439    |
SIDHARTH TUB                                    |523728    |
SIL Investments Limited                         |521194    |
SILVER SMITH INDIA INR10                        |531626    |
SIMRAN FARMS                                    |519566    |
SIP INDUS LT                                    |523164    |
SIR SHADI LA                                    |532879    |
SITA ENTERPRISES L INR10                        |512589    |
SKM Egg Products Export (India) Ltd             |532143    |
SKYPAK SERVICE SPL INR10                        |523846    |
SM ENERGY TE                                    |522042    |
SMS Pharmaceuticals Ltd.                        |532815    |
SNS Textiles Ltd                                |514240    |
SOFT INF SOL                                    |530651    |
SOLID STONE                                     |513699    |
SOLITAIR MAC                                    |522152    |
SOM DAT FI C                                    |511571    |
SONAL ADHESI                                    |526901    |
SOUTH ASIA E                                    |526477    |
SOUTHERN ISP(BSE INDONEXT)                      |531645    |
SOVEREIGN DI                                    |523826    |
SPARC SYSTEM                                    |531370    |
SPEL Semiconductor Limited                      |517166    |
SPENTA INTER                                    |526161    |
SPICE ISL AP(BSE INDONEXT)                      |526827    |
SPICE-SENSEX PRUDENTIAL ICICI                   |555555    |
SPL Industries Ltd(NDA)                         |532651    |
SPLASH MEDIA                                    |512048    |
SPS INTERNAT                                    |530177    |
SQL Star International Limited                  |532249    |
SREE RAYALA                                     |532842    |
SREI Infrastructure Finance Limited             |523756    |
SRF Polymers Limited                            |532468    |
SRHHL IND                                       |524410    |
SRI NACH COT(BSE INDONEXT)                      |521234    |
SRI RAMK.MIL(BSE INDONEXT)                      |521178    |
SRM ENERGY                                      |523222    |
SRRAYL ALKPS                                    |700102    |
SS Forgings and Engineering Ltd(NDA)            |522296    |
SSPDL LTD                                       |530821    |
STANPACKS IN                                    |530931    |
STERLING STR                                    |513575    |
STI India Ltd(NDA)                              |513151    |
STL Global Ltd.                                 |532730    |
STOCKNET INT                                    |512640    |
SUBUTI FINAN                                    |531841    |
SUDITI IND.                                     |521113    |
SUGAL DAM                                       |511654    |
SUMEDH FISCA                                    |530419    |
SUNDAY EXPOR                                    |530425    |
SUNGOLD CAPI                                    |531433    |
SUNIL AG FOO(BSE INDONEXT)                      |530953    |
SUNRAJ DIAMOND EXP INR10                        |523425    |
SUPER BAKE I                                    |530735    |
SUPER CROP SAFE LT INR10 (DEMAT)                |530883    |
SURYAN FIN L                                    |530867    |
SVAM SOFTWAR                                    |523722    |
SVC Resources Limited                           |512449    |
SVC Superchem Ltd(NDA)                          |524488    |
SWASTIK INV                                     |530585    |
SYLPH TECH                                      |511447    |
SYMPHONY CONF SYS INR10                         |517385    |
SYSCHEM INDI                                    |531173    |
SYSTEM COR S                                    |526506    |
Saamya Biotech (India) Limited                  |532905    |
Saarc Net Ltd(NDA)                              |531901    |
Sabero Organics Gujarat Limited                 |524446    |
Sacheta Metals Ltd(NDA)                         |531869    |
Sadbhav Engineering Limited                     |532710    |
Sah Petroleums Ltd(NDA)                         |532543    |
Sahara Housingfina Corporation Ltd(NDA)         |511533    |
Saint-Gobain Sekurit India Limited              |515043    |
Saksoft Ltd.                                    |590051    |
Sakuma Exports Limited                          |532713    |
Salona Cotspin Ltd(NDA)                         |590056    |
Salzer Electronics Ltd(NDA)                     |517059    |
Sam Industries Ltd                              |532005    |
Sambandan Spinning Mills Ltd(NDA)               |521240    |
Sambhaav Media Ltd(NDA)                         |511630    |
Samkrg Pistons And Rings Ltd                    |520075    |
Samtex Fashions Ltd(NDA)                        |521206    |
Sangam (India) Ltd.                             |514234    |
Sanghi Industries Ltd.                          |526521    |
Sanghvi Movers Limited                          |530073    |
Sanguine Media Limited                          |531898    |
Sanraa Media Limited                            |531312    |
Sanwaria Agro Oils Limited                      |519260    |
Sarda Plywood Industries Ltd(NDA)               |516003    |
Saregama India Limited                          |532163    |
Sarla Performance Fibers Ltd.                   |526885    |
Sasken Communication Technologies Ltd.          |532663    |
Sathavahana Ispat Ltd.                          |526093    |
Savita Chemicals Ltd.                           |524667    |
Sayaji Hotels Ltd(NDA)                          |523710    |
Seamec Ltd.                                     |526807    |
Seax Global Ventures Ltd(NDA)                   |526843    |
Sejal Architectural Glass Limited               |532993    |
Selan Exploration Technology Ltd.               |530075    |
Sequent Scientific Limited                      |512529    |
Seshachal Technologies Ltd(NDA)                 |531794    |
Shah Alloys Ltd.                                |513436    |
Shakti Met-Dor Ltd(NDA)                         |526510    |
Shakti Pumps (India) Ltd                        |531431    |
Shalibhadra Finance Ltd(NDA)                    |511754    |
Shamrock Industrial Co.Ltd(NDA)                 |531240    |
Shanthi Gears Ltd.                              |522034    |
Shantivijay Jewels Ltd(NDA)                     |530989    |
Shardul Securities Limited                      |512393    |
Sharp India Ltd(NDA)                            |523449    |
Shasun Chemicals & Drugs Limited                |524552    |
Shervani Industrial Syndicate Ltd(NDA)          |526117    |
Shetron Limited                                 |526137    |
Shilchar Technologies Ltd(NDA)                  |531201    |
Shilp Gravures Ltd(NDA)                         |513709    |
Shilpa Medicare Ltd                             |530549    |
Shirpur Gold Refinery Ltd(NDA)                  |512289    |
Shiv Vani Oil & Gas Expl Services Ltd.          |522175    |
Shiva Cement Ltd                                |532323    |
Shivalik Bimetal Controls Ltd(NDA)              |513097    |
Shivam Autotech Ltd(NDA)                        |532776    |
Shoppers Stop Limited                           |532638    |
Shree Ashtavinayak Cine Vision Limited          |532793    |
Shree Ganesh Forgings Ltd(NDA)                  |532643    |
Shree Global Tradefin Ltd                       |512463    |
Shree Hari Chem Exports Ltd(NDA)                |524336    |
Shree Precoated Steels Ltd                      |533110    |
Shree Rama Multi-Tech Ltd(NDA)                  |532310    |
Shree Renuka Sugars Limited                     |532670    |
Shrenuj & Company Ltd.                          |523236    |
Shreyans Industries Limited                     |516016    |
Shreyas Intermediates Limited                   |526335    |
Shreyas Shipping & Logistics Ltd                |520151    |
Shri Bajranj Alloys Ltd(NDA)                    |526981    |
Shri Keshav Cements & Infra Limited             |530977    |
Shri Lakshmi Cotsyn Limited                     |526049    |
Shriram City Union Finance Limited              |532498    |
Shriram EPC Limited                             |532945    |
Shyam Telecom Limited                           |517411    |
Sicagen India Limited                           |533014    |
Sika Interplant Systems Ltd(NDA)                |523606    |
Silicon Valley Infotech Ltd(NDA)                |531738    |
Silktext Ltd(NDA)                               |526835    |
Silverline Animation Technologies Ltd.          |532999    |
Simplex Casting Ltd                             |513472    |
Simplex Infrastructure Limited                  |523838    |
Simplex Mills Company Limited                   |533018    |
Simplex Papers Ltd                              |533019    |
Simplex Projects Ltd                            |532877    |
Sinclairs Hotels Limited                        |523023    |
Sita Shree Food Products Ltd.                   |532961    |
Skp Securities Ltd(NDA)                         |531169    |
Sky Industries Ltd(NDA)                         |526479    |
Smruthi Organics Ltd(NDA)                       |590046    |
Sobha Developers Ltd.                           |532784    |
Softpro Systems Ltd(NDA)                        |532332    |
Softsol India Ltd(NDA)                          |532344    |
Software Technology Group Internati(NDA)        |532293    |
Solar Explosives Limited                        |532725    |
Solectron EMS India Limited                     |532956    |
Solvay Pharma India Ltd.                        |532447    |
Soma Textiles & Industries Ltd(NDA)             |521034    |
Somi Conveyor Beltings Limited                  |533001    |
Sona Koyo Steering Systems Limited              |520057    |
Sonata Software Limited                         |532221    |
South Asian Petrochem Ltd.                      |532452    |
South India Paper Mills Limited                 |516108    |
South Indian Bank Limited                       |532218    |
Southern Online Bio Technologies Limited        |532669    |
Southern Petrochemical Industries Corp          |590030    |
Sowbhagya Media Ltd(NDA)                        |532025    |
Span Diagnostics Ltd                            |524727    |
Sparsh BPO Services Ltd                         |532833    |
Spectacle Industries Limited                    |512413    |
Spectra Industries Ltd(NDA)                     |513687    |
Spentex Industries Ltd.                         |521082    |
Spice Communications Ltd.                       |532863    |
Spice Mobiles Ltd                               |517214    |
Sree Sakthi Paper Mills Limited                 |532701    |
Sri Adhikari Brothers Television Network        |530943    |
Sri Ganapathy Mills Co Ltd(NDA)                 |521236    |
Sri Lakshmi Saraswathi Textiles(Arni)Ltd        |521161    |
Srinivasa Hatcheries Ltd                        |526893    |
Standard Industries Limited                     |530017    |
Star Paper Mills Limited                        |516022    |
State Bank Of Travancore                        |532191    |
State Bank of Mysore                            |532200    |
State Trading Corporation of India Ltd.         |512531    |
Steel Exchange India Ltd                        |590037    |
Steel Strips Infrastructures Limited            |513173    |
Steel Strips Wheels Ltd.                        |513262    |
Steelcast Ltd(NDA)                              |513517    |
Stelco Strips Ltd(NDA)                          |513530    |
Sterling Biotech Limited                        |512299    |
Sterling Green Woods Ltd                        |526500    |
Sterling Holiday Resorts India Ltd.             |523363    |
Sterling Tools Ltd                              |530759    |
Sterlite Technologies Limited                   |532374    |
Stone India Ltd.                                |522085    |
Store One Retail India Limited                  |532679    |
Stresscrete India Ltd                           |531444    |
Strides Arcolab Limited                         |532531    |
Sturdy Industries Ltd                           |530611    |
Suashish Diamonds Ltd.                          |526733    |
Suave Hotels Ltd                                |531373    |
Subex Ltd.                                      |532348    |
Subhkam Capital Ltd.                            |531866    |
Subros Limited                                  |517168    |
Sujana Metal Products Limited                   |513414    |
Sujana Towers Limited.                          |532887    |
Sujana Universal Industries Ltd(NDA)            |517224    |
Sukhjit Starch & Chemicals Ltd(NDA)             |524542    |
Sulzer India Ltd                                |522087    |
Sumeet Industries Ltd                           |514211    |
Sumeru Industries Ltd(NDA)                      |530445    |
Sun Pharma Advanced Research Company            |532872    |
Sun Pharmaceutical Industries Limited           |524715    |
Sun TV Network Ltd.                             |532733    |
Sundaram Brake Linings Ltd                      |590072    |
Sundaram Finance Limited                        |590071    |
Sundaram Multi Pap Ltd(NDA)                     |590047    |
Sundaram-Clayton Limited                        |520056    |
Sunil Hitech Engineers Limited                  |532711    |
Sunitee Chemicals Ltd(NDA)                      |531945    |
Sunshield Chemicals Ltd                         |530845    |
Sunteck Realty Ltd.                             |512179    |
Super Sales India Ltd(NDA)                      |512527    |
Super Spinning Mills Ltd                        |521180    |
Super Tannery Ltd(NDA)                          |523842    |
Superhouse Ltd(NDA)                             |523283    |
Supertex Industries Ltd(NDA)                    |526133    |
Suprajit Engineering Ltd.                       |532509    |
Supreme Holdings Ltd(NDA)                       |530677    |
Supreme Infrastructure India Limited            |532904    |
Supreme Tex Mart Ltd(NDA)                       |531934    |
Suraj Stainless Ltd                             |531638    |
Surana Corporation Ltd(NDA)                     |531102    |
Surana Industries Ltd                           |513597    |
Surana Telecom & Power Ltd                      |517530    |
Surat Textile Mills Ltd                         |530185    |
Surya Jyoti Spinning Mills Ltd(NDA)             |521022    |
Surya Pharmaceutical Ltd                        |532516    |
Suryaamba Spinning Mills Limited                |533101    |
Suryachakra Power Corporation Limited           |532874    |
